condition_name,condition_slug,symptom_names,symptom_slugs,symptom_probabilities,text,num_symptoms,max_symptom_probability,mean_symptom_probability,urgent_score,gp_score,self_score,label,override_applied,text_len_words,label_numeric
Common cold,common-cold,"['Cough', 'Sore throat', 'Fever', 'Nasal congestion', 'Coryza', 'Ear pain', 'Headache']","['cough', 'sore-throat', 'fever', 'nasal-congestion', 'coryza', 'ear-pain', 'headache']","[85, 82, 78, 69, 48, 44, 36]","Condition: Common cold. Patient reports: Cough, Sore throat, Fever, Nasal congestion, Coryza, Ear pain, Headache.",7,85,63.142857142857146,0,4,1,self_monitor,True,15,0
Folate deficiency,folate-deficiency,"['Shortness of breath', 'Sharp chest pain', 'Sharp abdominal pain', 'Weakness', 'Difficulty breathing', 'Fatigue', 'Vomiting blood']","['shortness-of-breath', 'sharp-chest-pain', 'sharp-abdominal-pain', 'weakness', 'difficulty-breathing', 'fatigue', 'vomiting-blood']","[48, 37, 31, 31, 23, 23, 13]","Condition: Folate deficiency. Patient reports: Shortness of breath, Sharp chest pain, Sharp abdominal pain, Weakness, Difficulty breathing, Fatigue, Vomiting blood.",7,48,29.428571428571427,4,3,0,self_monitor,True,20,0
Chronic ulcer,chronic-ulcer,"['Skin lesion', 'Skin on leg or foot looks infected', 'Skin pain']","['skin-lesion', 'skin-on-leg-or-foot-looks-infected', 'skin-pain']","[83, 7, 1]","Condition: Chronic ulcer. Patient reports: Skin lesion, Skin on leg or foot looks infected, Skin pain.",3,83,30.33333333333333,0,0,0,self_monitor,False,16,0
Intracranial hemorrhage,intracranial-hemorrhage,"['Headache', 'Depressive or psychotic symptoms', 'Disturbance of memory', 'Problems with movement', 'Dizziness', 'Seizures', 'Weakness']","['headache', 'depressive-or-psychotic-symptoms', 'disturbance-of-memory', 'problems-with-movement', 'dizziness', 'seizures', 'weakness']","[63, 32, 32, 32, 30, 27, 25]","Condition: Intracranial hemorrhage. Patient reports: Headache, Depressive or psychotic symptoms, Disturbance of memory, Problems with movement, Dizziness, Seizures, Weakness.",7,63,34.42857142857143,1,2,0,urgent,False,19,2
Mononucleosis,mononucleosis,"['Sore throat', 'Fever', 'Headache', 'Swollen lymph nodes', 'Fatigue', 'Ache all over', 'Ear pain']","['sore-throat', 'fever', 'headache', 'swollen-lymph-nodes', 'fatigue', 'ache-all-over', 'ear-pain']","[85, 70, 57, 41, 41, 36, 36]","Condition: Mononucleosis. Patient reports: Sore throat, Fever, Headache, Swollen lymph nodes, Fatigue, Ache all over, Ear pain.",7,85,52.285714285714285,0,5,0,consult_gp,False,17,1
Glucocorticoid deficiency,glucocorticoid-deficiency,"['Shortness of breath', 'Weakness', 'Diarrhea', 'Problems with movement', 'Side pain', 'Lack of growth', 'Symptoms of the kidneys']","['shortness-of-breath', 'weakness', 'diarrhea', 'problems-with-movement', 'side-pain', 'lack-of-growth', 'symptoms-of-the-kidneys']","[44, 44, 34, 34, 34, 21, 21]","Condition: Glucocorticoid deficiency. Patient reports: Shortness of breath, Weakness, Diarrhea, Problems with movement, Side pain, Lack of growth, Symptoms of the kidneys.",7,44,33.142857142857146,1,1,0,urgent,False,22,2
Rheumatoid arthritis,rheumatoid-arthritis,"['Joint pain', 'Knee pain', 'Ache all over', 'Hand or finger pain', 'Wrist pain', 'Peripheral edema', 'Hand or finger swelling']","['joint-pain', 'knee-pain', 'ache-all-over', 'hand-or-finger-pain', 'wrist-pain', 'peripheral-edema', 'hand-or-finger-swelling']","[43, 42, 29, 28, 15, 13, 9]","Condition: Rheumatoid arthritis. Patient reports: Joint pain, Knee pain, Ache all over, Hand or finger pain, Wrist pain, Peripheral edema, Hand or finger swelling.",7,43,25.571428571428573,0,2,0,consult_gp,False,24,1
Pituitary adenoma,pituitary-adenoma,"['Headache', 'Loss of sensation', 'Diminished vision', 'Knee pain', 'Nausea', 'Disturbance of memory', 'Coryza']","['headache', 'loss-of-sensation', 'diminished-vision', 'knee-pain', 'nausea', 'disturbance-of-memory', 'coryza']","[56, 33, 33, 33, 33, 20, 20]","Condition: Pituitary adenoma. Patient reports: Headache, Loss of sensation, Diminished vision, Knee pain, Nausea, Disturbance of memory, Coryza.",7,56,32.57142857142857,0,1,0,consult_gp,False,18,1
Foreign body in the nose,foreign-body-in-the-nose,"['Nasal congestion', 'Coughing up sputum', 'Nosebleed', 'Regurgitation', 'Redness in or around nose']","['nasal-congestion', 'coughing-up-sputum', 'nosebleed', 'regurgitation', 'redness-in-or-around-nose']","[26, 8, 8, 8, 8]","Condition: Foreign body in the nose. Patient reports: Nasal congestion, Coughing up sputum, Nosebleed, Regurgitation, Redness in or around nose.",5,26,11.6,0,0,1,self_monitor,False,20,0
Chorioretinitis,chorioretinitis,"['Diminished vision', 'Spots or clouds in vision', 'Eye burns or stings', 'Pain in eye', 'Itchiness of eye', 'Double vision', 'Foreign body sensation in eye']","['diminished-vision', 'spots-or-clouds-in-vision', 'eye-burns-or-stings', 'pain-in-eye', 'itchiness-of-eye', 'double-vision', 'foreign-body-sensation-in-eye']","[78, 55, 32, 32, 19, 19, 19]","Condition: Chorioretinitis. Patient reports: Diminished vision, Spots or clouds in vision, Eye burns or stings, Pain in eye, Itchiness of eye, Double vision, Foreign body sensation in eye.",7,78,36.285714285714285,0,0,0,self_monitor,False,28,0
Cerebral palsy,cerebral-palsy,"['Seizures', 'Problems with movement', 'Cramps and spasms', 'Difficulty eating', 'Lack of growth', 'Leg cramps or spasms', 'Back cramps or spasms']","['seizures', 'problems-with-movement', 'cramps-and-spasms', 'difficulty-eating', 'lack-of-growth', 'leg-cramps-or-spasms', 'back-cramps-or-spasms']","[51, 29, 14, 6, 6, 4, 4]","Condition: Cerebral palsy. Patient reports: Seizures, Problems with movement, Cramps and spasms, Difficulty eating, Lack of growth, Leg cramps or spasms, Back cramps or spasms.",7,51,16.285714285714285,1,0,0,urgent,False,25,2
Oral leukoplakia,oral-leukoplakia,"['Tongue lesions', 'Fever', 'Hemoptysis', 'Skin swelling', 'Gum pain', 'Mouth pain', 'Elbow cramps or spasms']","['tongue-lesions', 'fever', 'hemoptysis', 'skin-swelling', 'gum-pain', 'mouth-pain', 'elbow-cramps-or-spasms']","[73, 45, 45, 45, 45, 45, 3]","Condition: Oral leukoplakia. Patient reports: Tongue lesions, Fever, Hemoptysis, Skin swelling, Gum pain, Mouth pain, Elbow cramps or spasms.",7,73,43.0,0,1,0,consult_gp,False,19,1
Drug abuse (barbiturates),drug-abuse-barbiturates,"['Drug abuse', 'Abusing alcohol', 'Anxiety and nervousness', 'Depression', 'Depressive or psychotic symptoms', 'Abnormal involuntary movements', 'Delusions or hallucinations']","['drug-abuse', 'abusing-alcohol', 'anxiety-and-nervousness', 'depression', 'depressive-or-psychotic-symptoms', 'abnormal-involuntary-movements', 'delusions-or-hallucinations']","[50, 43, 43, 41, 41, 17, 12]","Condition: Drug abuse (barbiturates). Patient reports: Drug abuse, Abusing alcohol, Anxiety and nervousness, Depression, Depressive or psychotic symptoms, Abnormal involuntary movements, Delusions or hallucinations.",7,50,35.285714285714285,0,0,0,self_monitor,False,24,0
Skin cancer,skin-cancer,"['Skin lesion', 'Abnormal appearing skin', 'Skin moles', 'Skin growth', 'Skin dryness, peeling, scaliness, or roughness', 'Skin swelling', 'Itching of skin']","['skin-lesion', 'abnormal-appearing-skin', 'skin-moles', 'skin-growth', 'skin-dryness-peeling-scaliness-or-roughness', 'skin-swelling', 'itching-of-skin']","[67, 55, 29, 27, 22, 19, 16]","Condition: Skin cancer. Patient reports: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Skin swelling, Itching of skin.",7,67,33.57142857142857,0,0,0,self_monitor,False,25,0
Autonomic nervous system disorder,autonomic-nervous-system-disorder,"['Leg pain', 'Loss of sensation', 'Headache', 'Skin lesion', 'Back pain', 'Fainting', 'Dizziness']","['leg-pain', 'loss-of-sensation', 'headache', 'skin-lesion', 'back-pain', 'fainting', 'dizziness']","[52, 37, 37, 37, 31, 31, 31]","Condition: Autonomic nervous system disorder. Patient reports: Leg pain, Loss of sensation, Headache, Skin lesion, Back pain, Fainting, Dizziness.",7,52,36.57142857142857,1,3,0,urgent,False,19,2
Hypernatremia,hypernatremia,"['Weakness', 'Difficulty breathing', 'Fever', 'Fluid retention', 'Depressive or psychotic symptoms', 'Vomiting', 'Shortness of breath']","['weakness', 'difficulty-breathing', 'fever', 'fluid-retention', 'depressive-or-psychotic-symptoms', 'vomiting', 'shortness-of-breath']","[64, 53, 45, 45, 35, 35, 35]","Condition: Hypernatremia. Patient reports: Weakness, Difficulty breathing, Fever, Fluid retention, Depressive or psychotic symptoms, Vomiting, Shortness of breath.",7,64,44.57142857142857,2,2,0,urgent,False,18,2
Open wound of the head,open-wound-of-the-head,"['Headache', 'Abusing alcohol']","['headache', 'abusing-alcohol']","[30, 10]","Condition: Open wound of the head. Patient reports: Headache, Abusing alcohol.",2,30,20.0,0,1,0,consult_gp,False,11,1
Diaper rash,diaper-rash,"['Diaper rash', 'Skin rash', 'Diarrhea', 'Fever', 'Cough', 'Nasal congestion', 'Vomiting']","['diaper-rash', 'skin-rash', 'diarrhea', 'fever', 'cough', 'nasal-congestion', 'vomiting']","[81, 64, 56, 53, 43, 40, 33]","Condition: Diaper rash. Patient reports: Diaper rash, Skin rash, Diarrhea, Fever, Cough, Nasal congestion, Vomiting.",7,81,52.85714285714285,0,4,1,consult_gp,False,15,1
White blood cell disease,white-blood-cell-disease,"['Fever', 'Vomiting', 'Sharp abdominal pain', 'Nausea', 'Cough', 'Diarrhea', 'Weakness']","['fever', 'vomiting', 'sharp-abdominal-pain', 'nausea', 'cough', 'diarrhea', 'weakness']","[61, 47, 41, 39, 33, 28, 28]","Condition: White blood cell disease. Patient reports: Fever, Vomiting, Sharp abdominal pain, Nausea, Cough, Diarrhea, Weakness.",7,61,39.57142857142857,0,4,0,consult_gp,False,16,1
Dislocation of the shoulder,dislocation-of-the-shoulder,"['Shoulder pain', 'Arm pain', 'Wrist pain', 'Shoulder stiffness or tightness', 'Arm stiffness or tightness', 'Arm swelling', 'Redness in or around nose']","['shoulder-pain', 'arm-pain', 'wrist-pain', 'shoulder-stiffness-or-tightness', 'arm-stiffness-or-tightness', 'arm-swelling', 'redness-in-or-around-nose']","[91, 32, 11, 7, 7, 5, 3]","Condition: Dislocation of the shoulder. Patient reports: Shoulder pain, Arm pain, Wrist pain, Shoulder stiffness or tightness, Arm stiffness or tightness, Arm swelling, Redness in or around nose.",7,91,22.285714285714285,0,0,0,self_monitor,False,28,0
Carcinoid syndrome,carcinoid-syndrome,"['Involuntary urination', 'Knee lump or mass', 'Neck cramps or spasms', 'Excessive growth', 'Vulvar sore', 'Loss of sex drive', 'Eye strain']","['involuntary-urination', 'knee-lump-or-mass', 'neck-cramps-or-spasms', 'excessive-growth', 'vulvar-sore', 'loss-of-sex-drive', 'eye-strain']","[77, 11, 11, 11, 11, 11, 11]","Condition: Carcinoid syndrome. Patient reports: Involuntary urination, Knee lump or mass, Neck cramps or spasms, Excessive growth, Vulvar sore, Loss of sex drive, Eye strain.",7,77,20.428571428571427,0,0,0,self_monitor,False,25,0
Gastroparesis,gastroparesis,"['Vomiting', 'Nausea', 'Sharp abdominal pain', 'Regurgitation', 'Sharp chest pain', 'Diarrhea', 'Fatigue']","['vomiting', 'nausea', 'sharp-abdominal-pain', 'regurgitation', 'sharp-chest-pain', 'diarrhea', 'fatigue']","[85, 75, 74, 36, 27, 27, 22]","Condition: Gastroparesis. Patient reports: Vomiting, Nausea, Sharp abdominal pain, Regurgitation, Sharp chest pain, Diarrhea, Fatigue.",7,85,49.42857142857143,1,4,0,urgent,False,15,2
Fracture of the patella,fracture-of-the-patella,"['Knee pain', 'Leg pain', 'Knee swelling', 'Ankle pain', 'Hip pain', 'Leg swelling', 'Leg weakness']","['knee-pain', 'leg-pain', 'knee-swelling', 'ankle-pain', 'hip-pain', 'leg-swelling', 'leg-weakness']","[85, 43, 23, 18, 18, 18, 13]","Condition: Fracture of the patella. Patient reports: Knee pain, Leg pain, Knee swelling, Ankle pain, Hip pain, Leg swelling, Leg weakness.",7,85,31.142857142857142,1,0,0,urgent,False,21,2
Chickenpox,chickenpox,"['Skin rash', 'Fever', 'Abnormal appearing skin', 'Itching of skin', 'Ache all over', 'Cough', 'Skin lesion']","['skin-rash', 'fever', 'abnormal-appearing-skin', 'itching-of-skin', 'ache-all-over', 'cough', 'skin-lesion']","[93, 62, 45, 40, 28, 28, 28]","Condition: Chickenpox. Patient reports: Skin rash, Fever, Abnormal appearing skin, Itching of skin, Ache all over, Cough, Skin lesion.",7,93,46.285714285714285,0,2,0,consult_gp,False,19,1
Vitreous degeneration,vitreous-degeneration,"['Spots or clouds in vision', 'Diminished vision', 'Symptoms of eye', 'Pain in eye', 'Lacrimation', 'Eye redness', 'Itchiness of eye']","['spots-or-clouds-in-vision', 'diminished-vision', 'symptoms-of-eye', 'pain-in-eye', 'lacrimation', 'eye-redness', 'itchiness-of-eye']","[85, 71, 34, 27, 24, 15, 15]","Condition: Vitreous degeneration. Patient reports: Spots or clouds in vision, Diminished vision, Symptoms of eye, Pain in eye, Lacrimation, Eye redness, Itchiness of eye.",7,85,38.71428571428572,0,0,0,self_monitor,False,24,0
Acute otitis media,acute-otitis-media,"['Ear pain', 'Fever', 'Cough', 'Nasal congestion', 'Redness in ear', 'Fluid in ear', 'Sore throat']","['ear-pain', 'fever', 'cough', 'nasal-congestion', 'redness-in-ear', 'fluid-in-ear', 'sore-throat']","[84, 70, 67, 58, 46, 42, 40]","Condition: Acute otitis media. Patient reports: Ear pain, Fever, Cough, Nasal congestion, Redness in ear, Fluid in ear, Sore throat.",7,84,58.142857142857146,0,3,1,consult_gp,False,20,1
Peritonitis,peritonitis,"['Sharp abdominal pain', 'Nausea', 'Vomiting', 'Back pain', 'Fever', 'Shortness of breath', 'Lower abdominal pain']","['sharp-abdominal-pain', 'nausea', 'vomiting', 'back-pain', 'fever', 'shortness-of-breath', 'lower-abdominal-pain']","[87, 56, 48, 31, 31, 26, 26]","Condition: Peritonitis. Patient reports: Sharp abdominal pain, Nausea, Vomiting, Back pain, Fever, Shortness of breath, Lower abdominal pain.",7,87,43.57142857142857,1,4,0,urgent,False,18,2
Presbyacusis,presbyacusis,"['Diminished hearing', 'Dizziness', 'Ringing in ear', 'Ear pain', 'Neck stiffness or tightness', 'Elbow weakness', 'Excessive growth']","['diminished-hearing', 'dizziness', 'ringing-in-ear', 'ear-pain', 'neck-stiffness-or-tightness', 'elbow-weakness', 'excessive-growth']","[91, 70, 59, 41, 41, 3, 3]","Condition: Presbyacusis. Patient reports: Diminished hearing, Dizziness, Ringing in ear, Ear pain, Neck stiffness or tightness, Elbow weakness, Excessive growth.",7,91,44.0,0,2,0,consult_gp,False,20,1
Mumps,mumps,"['Jaw swelling', 'Ear pain', 'Neck swelling', 'Sore throat', 'Fever', 'Flu-like syndrome', 'Swollen lymph nodes']","['jaw-swelling', 'ear-pain', 'neck-swelling', 'sore-throat', 'fever', 'flu-like-syndrome', 'swollen-lymph-nodes']","[86, 86, 77, 77, 60, 60, 60]","Condition: Mumps. Patient reports: Jaw swelling, Ear pain, Neck swelling, Sore throat, Fever, Flu-like syndrome, Swollen lymph nodes.",7,86,72.28571428571429,0,3,0,consult_gp,False,18,1
Subarachnoid hemorrhage,subarachnoid-hemorrhage,"['Headache', 'Dizziness', 'Vomiting', 'Neck pain', 'Weakness', 'Fainting', 'Loss of sensation']","['headache', 'dizziness', 'vomiting', 'neck-pain', 'weakness', 'fainting', 'loss-of-sensation']","[71, 35, 31, 31, 27, 27, 21]","Condition: Subarachnoid hemorrhage. Patient reports: Headache, Dizziness, Vomiting, Neck pain, Weakness, Fainting, Loss of sensation.",7,71,34.714285714285715,1,3,0,urgent,True,15,2
Multiple sclerosis,multiple-sclerosis,"['Fatigue', 'Loss of sensation', 'Headache', 'Dizziness', 'Problems with movement', 'Weakness', 'Leg weakness']","['fatigue', 'loss-of-sensation', 'headache', 'dizziness', 'problems-with-movement', 'weakness', 'leg-weakness']","[43, 42, 31, 28, 27, 22, 19]","Condition: Multiple sclerosis. Patient reports: Fatigue, Loss of sensation, Headache, Dizziness, Problems with movement, Weakness, Leg weakness.",7,43,30.285714285714285,1,3,0,urgent,False,17,2
Viral hepatitis,viral-hepatitis,"['Sharp abdominal pain', 'Abusing alcohol', 'Drug abuse', 'Melena', 'Stomach bloating', 'Symptoms of the kidneys', 'Hand or finger stiffness or tightness']","['sharp-abdominal-pain', 'abusing-alcohol', 'drug-abuse', 'melena', 'stomach-bloating', 'symptoms-of-the-kidneys', 'hand-or-finger-stiffness-or-tightness']","[26, 13, 13, 3, 2, 1, 1]","Condition: Viral hepatitis. Patient reports: Sharp abdominal pain, Abusing alcohol, Drug abuse, Melena, Stomach bloating, Symptoms of the kidneys, Hand or finger stiffness or tightness.",7,26,8.428571428571429,1,1,1,urgent,False,25,2
Poisoning due to anticonvulsants,poisoning-due-to-anticonvulsants,"['Problems with movement', 'Seizures', 'Dizziness', 'Vomiting', 'Feeling ill', 'Depression', 'Headache']","['problems-with-movement', 'seizures', 'dizziness', 'vomiting', 'feeling-ill', 'depression', 'headache']","[53, 53, 45, 35, 35, 35, 35]","Condition: Poisoning due to anticonvulsants. Patient reports: Problems with movement, Seizures, Dizziness, Vomiting, Feeling ill, Depression, Headache.",7,53,41.57142857142857,1,3,0,urgent,False,17,2
Conjunctivitis due to virus,conjunctivitis-due-to-virus,"['Eye redness', 'Pain in eye', 'Itchiness of eye', 'Fever', 'Swollen eye', 'Nasal congestion', 'White discharge from eye']","['eye-redness', 'pain-in-eye', 'itchiness-of-eye', 'fever', 'swollen-eye', 'nasal-congestion', 'white-discharge-from-eye']","[91, 66, 54, 50, 49, 42, 40]","Condition: Conjunctivitis due to virus. Patient reports: Eye redness, Pain in eye, Itchiness of eye, Fever, Swollen eye, Nasal congestion, White discharge from eye.",7,91,56.0,0,1,1,consult_gp,False,24,1
Plantar fasciitis,plantar-fasciitis,"['Foot or toe pain', 'Ankle pain', 'Knee pain', 'Ankle swelling', 'Problems with movement', 'Foot or toe swelling', 'Lower body pain']","['foot-or-toe-pain', 'ankle-pain', 'knee-pain', 'ankle-swelling', 'problems-with-movement', 'foot-or-toe-swelling', 'lower-body-pain']","[95, 36, 24, 13, 10, 10, 7]","Condition: Plantar fasciitis. Patient reports: Foot or toe pain, Ankle pain, Knee pain, Ankle swelling, Problems with movement, Foot or toe swelling, Lower body pain.",7,95,27.857142857142858,0,0,0,self_monitor,True,25,0
Endometriosis,endometriosis,"['Pelvic pain', 'Sharp abdominal pain', 'Lower abdominal pain', 'Painful menstruation', 'Heavy menstrual flow', 'Burning abdominal pain', 'Infertility']","['pelvic-pain', 'sharp-abdominal-pain', 'lower-abdominal-pain', 'painful-menstruation', 'heavy-menstrual-flow', 'burning-abdominal-pain', 'infertility']","[67, 61, 30, 28, 20, 18, 15]","Condition: Endometriosis. Patient reports: Pelvic pain, Sharp abdominal pain, Lower abdominal pain, Painful menstruation, Heavy menstrual flow, Burning abdominal pain, Infertility.",7,67,34.142857142857146,0,1,0,consult_gp,False,21,1
